ID,Beacon_Score,Mortgage_Balance,Services,Avg_Monthly_Transactions,Has_Payroll,Has_Investment,Has_Visa,VISA_balance,Has_Deposit,Not_Mortgage_Balance,Income,Age,Gender,Sector,Tenure_In_Months,City,TermInMonths,TermToMaturity,NumberOfParties,InterestRate,Type,not mortgage lending,deposit 
772,804,286257.39,8,13,1,0,1,2419.47437,1,484236.36,NA,81,F,Regular,388,VANCOUVER                                                                                           ,24,4,2,0.0384,FixedTFixedR,78352.60015,405883.7598
3701,809,636129.26,6,13,1,0,1,1517.869312,1,93044.09,NA,80,F,Regular,341,COQUITLAM                                                                                           ,60,14,2,0.0259,FixedTFixedR,13021.57274,80022.51726
3900,754,62395.03,7,13,1,1,1,1491.535648,1,86463.2,2978.131353,80,M,Regular,478,VANCOUVER                                                                                           ,60,12,1,0.0355,FixedTVariableR,20709.41019,65753.78981
8840,749,117060.49,3,13,0,0,1,0,1,770.6,NA,79,M,Regular,214,SURREY                                                                                              ,60,9,2,0.0269,FixedTFixedR,397.6757135,372.9242865
12153,707,18015.43,4,13,1,0,0,0,1,431.85,189983.7375,79,F,Regular,407,COQUITLAM                                                                                           ,12,6,1,0.0334,FixedTFixedR,71.43356372,360.4164363
11830,749,346229.27,5,13,1,0,0,0,1,139732.2,NA,77,M,Regular,396,VANCOUVER                                                                                           ,24,18,2,0.0329,FixedTFixedR,126328.6201,13403.57989
4146,811,191945.58,5,13,1,0,1,1867.848327,1,11848.91,NA,76,M,Regular,290,RICHMOND                                                                                            ,60,9,2,0.0269,FixedTFixedR,3209.956402,8638.953598
6878,842,185910.36,10,13,1,1,1,2485.725887,1,270379.88,NA,76,M,Regular,396,VANCOUVER                                                                                           ,60,13,2,0.0269,FixedTFixedR,102.3387382,270277.5413
2845,737,256182.93,4,13,1,0,0,0,1,3743.96,NA,75,F,Regular,441,BURNABY                                                                                             ,60,24,3,0.0269,FixedTFixedR,2325.325155,1418.634845
1226,787,937188.91,3,13,1,0,0,0,1,74072.97,NA,74,M,Regular,478,VANCOUVER                                                                                           ,60,22,2,0.0264,FixedTFixedR,8045.155451,66027.81455
1415,819,157779.22,5,13,1,0,0,0,1,17971.37,NA,74,F,Regular,547,NEW WESTMINSTER                                                                                     ,60,21,2,0.038,FixedTVariableR,4553.150226,13418.21977
5266,764,132859.18,6,13,1,0,1,0,1,185879.13,NA,74,M,Regular,262,WEST VANCOUVER                                                                                      ,12,12,1,0.0354,FixedTFixedR,177133.6835,8745.44649
11827,768,1182533.23,3,13,0,0,0,0,1,435858.56,NA,74,F,Regular,46,LANGLEY                                                                                             ,12,9,3,0.0334,FixedTFixedR,185344.9586,250513.6014
5299,827,367963.95,7,13,1,1,1,0,1,450582.33,NA,73,F,Regular,370,VANCOUVER                                                                                           ,60,12,1,0.0279,FixedTFixedR,104872.4293,345709.9007
6816,753,189871.48,4,13,1,0,1,105.5853061,1,2684.46,NA,73,M,Regular,198,BURNABY                                                                                             ,60,18,3,0.0279,FixedTFixedR,1006.111327,1678.348673
9122,784,383790.94,6,13,1,0,1,2240.959014,1,56709.26,NA,73,F,Regular,161,DELTA                                                                                               ,60,8,1,0.0335,FixedTVariableR,35583.70351,21125.55649
12933,816,579979.06,2,13,0,0,0,0,1,4240.72,64460.95646,73,F,Regular,44,SAANICHTON                                                                                          ,60,15,2,0.0269,FixedTFixedR,3938.225189,302.4948108
1938,672,59376.29,7,13,1,1,1,0,1,150075.72,NA,72,M,Regular,204,ABBOTSFORD                                                                                          ,60,18,1,0.0385,FixedTVariableR,91777.13093,58298.58907
2124,725,271412.01,4,13,1,0,0,0,1,21773.24,NA,72,F,Regular,428,BURNABY                                                                                             ,60,4,2,0.0279,FixedTFixedR,14637.4365,7135.803501
4779,825,163079,7,13,1,1,1,1132.786999,1,127270.44,NA,72,F,Regular,381,SURREY                                                                                              ,60,4,2,0.0279,FixedTFixedR,102734.1399,24536.30014
4896,807,213017.62,6,13,0,0,1,0,1,454604.2,NA,72,F,Regular,474,RICHMOND                                                                                            ,36,5.5,5.5,0.0395,OpenTVariableR,199705.5761,254898.6239
4899,810,164254.76,4,13,1,0,1,0,1,5507.36,NA,72,F,Regular,356,PORT MOODY                                                                                          ,60,16,2,0.0294,FixedTFixedR,2770.827565,2736.532435
8076,836,223833.24,6,13,1,0,0,0,1,285390.14,NA,72,M,Regular,476,VANCOUVER                                                                                           ,60,10,2,0.0325,FixedTVariableR,82008.22834,203381.9117
12134,825,115458.45,6,13,1,0,1,0,1,35359.62,NA,72,F,Regular,467,NORTH VANCOUVER                                                                                     ,60,21,1,0.0259,FixedTFixedR,3773.285321,31586.33468
553,658,90330.73,4,13,1,0,0,0,1,4430.41,NA,71,F,Regular,148,NEW WESTMINSTER                                                                                     ,60,3,2,0.0375,FixedTVariableR,4056.650742,373.7592577
7155,716,1235012.69,3,13,0,0,0,0,1,132234.94,NA,70,F,Regular,127,DELTA                                                                                               ,60,17,3,0.0255,FixedTVariableR,14736.95479,117497.9852
9117,786,108698.72,6,13,1,0,1,1794.394553,1,27894.31,NA,70,M,Regular,169,CHILLIWACK                                                                                          ,60,9,1,0.0259,FixedTFixedR,5415.918286,22478.39171
10649,656,152189.27,5,13,1,0,1,0,1,35121.37,NA,70,M,Regular,95,PARKSVILLE                                                                                          ,60,13,1,0.0385,FixedTVariableR,4471.689841,30649.68016
11654,831,260494.66,7,13,1,1,1,0,1,67673.2,NA,70,M,Regular,392,VICTORIA                                                                                            ,60,8,1,0.0279,FixedTFixedR,36472.33469,31200.86531
3210,800,693937.53,7,13,1,0,0,0,1,417220.79,NA,69,M,Regular,360,COQUITLAM                                                                                           ,60,14,2,0.0299,FixedTFixedR,113754.2734,303466.5166
4152,835,414643.66,7,13,1,1,1,699.9811842,1,320543.98,NA,69,F,Regular,469,SURREY                                                                                              ,60,6,2,0.0375,FixedTVariableR,132200.8406,188343.1394
5747,772,115389.96,4,13,1,0,0,0,1,9854.23,NA,69,M,Regular,484,PORT COQUITLAM                                                                                      ,60,2,2,0.0299,FixedTFixedR,3615.09511,6239.13489
6600,731,631652.23,6,13,1,0,1,1669.594125,1,61055.23,NA,69,F,Regular,197,SURREY                                                                                              ,60,25,2,0.0254,FixedTFixedR,34817.99885,26237.23115
6801,796,325733.7,4,13,1,0,0,0,1,17426.26,192140.7503,69,M,Regular,484,VANCOUVER                                                                                           ,60,4,2,0.0335,FixedTVariableR,385.2126551,17041.04734
4214,817,58628.09,7,13,1,1,1,0,1,47465.57,NA,68,M,Regular,317,BURNABY                                                                                             ,60,9.5,2,0.0269,FixedTFixedR,7970.071291,39495.49871
7553,0,1403280.09,6,13,1,0,1,341.4061043,1,572439.46,NA,68,M,Regular,255,BURNABY                                                                                             ,60,6,2,0.0345,FixedTVariableR,397781.6631,174657.7969
8025,807,226427.14,6,13,1,0,1,94.53993404,1,25214.4,NA,68,M,Regular,147,SALT SPRING ISLAND                                                                                  ,60,20,2,0.0279,FixedTFixedR,24364.06599,850.3340123
8293,815,355284.48,6,13,1,0,0,0,1,52659.66,NA,68,M,Regular,261,COQUITLAM                                                                                           ,48,24,3,0.0274,FixedTFixedR,27254.92465,25404.73535
10583,808,271029.71,4,13,0,0,1,638.2913694,1,42689.11,NA,68,M,Regular,273,NORTH VANCOUVER                                                                                     ,60,11,1,0.0269,FixedTFixedR,29032.77392,13656.33608
13400,773,62251.06,5,13,1,0,1,0,1,129748.32,NA,68,F,Regular,274,LANGLEY                                                                                             ,24,10,2,0.0299,FixedTFixedR,105837.9048,23910.41522
158,813,224828.29,6,13,1,0,0,0,1,3692.86,NA,67,M,Regular,359,CAMPBELL RIVER                                                                                      ,60,19,2,0.0269,FixedTFixedR,261.3492552,3431.510745
1105,818,20123.95,7,13,1,1,1,0,1,226770.55,192737.1106,67,M,Regular,220,COQUITLAM                                                                                           ,60,20,1,0.0279,FixedTFixedR,109598.4993,117172.0507
1477,788,140609.84,7,13,1,0,1,1008.338283,1,139562.92,NA,67,F,Regular,257,VANCOUVER                                                                                           ,60,20,1,0.0269,FixedTFixedR,44277.81936,95285.10064
1538,813,63535.8,6,13,1,0,1,0,1,18683.21,NA,67,M,Regular,389,COQUITLAM                                                                                           ,60,4,1,0.0345,FixedTVariableR,18298.63674,384.5732611
5847,800,78778.75,7,13,1,0,1,0,1,84358.6,NA,67,F,Regular,520,BURNABY                                                                                             ,60,20,2,0.0269,FixedTFixedR,9329.878145,75028.72186
9869,835,75923.73,5,13,1,0,1,0,1,7005.33,NA,67,M,Regular,232,SECHELT                                                                                             ,60,11,1,0.0269,FixedTFixedR,4950.850116,2054.479884
10519,776,203308.35,10,13,1,1,1,2510.385199,1,195641.68,NA,67,M,Regular,186,BURNABY                                                                                             ,60,20,1,0.04,FixedTVariableR,14715.43804,180926.242
11417,731,555826.44,4,13,1,0,0,0,1,308615.95,NA,67,M,Regular,232,NARAMATA                                                                                            ,60,16,2,0.0375,FixedTVariableR,217578.856,91037.09405
6101,761,483535.54,6,13,0,0,1,0,1,35173.28,NA,66,M,Regular,309,NORTH VANCOUVER                                                                                     ,60,7,1,0.0335,FixedTVariableR,35146.28209,26.99790629
9894,820,162604.4,7,13,1,0,0,0,1,207147.98,NA,66,M,Regular,286,VANCOUVER                                                                                           ,60,13,1,0.0335,FixedTVariableR,15386.49012,191761.4899
2272,800,530612.71,4,13,1,0,0,0,1,77853.29,NA,65,F,Regular,120,SURREY                                                                                              ,60,19,2,0.0259,FixedTFixedR,60035.1461,17818.1439
6837,642,68619.8,5,13,1,0,1,0,1,6780.45,NA,65,M,Regular,373,VANCOUVER                                                                                           ,60,4,1,0.0365,FixedTVariableR,3476.608294,3303.841706
9618,748,50757.87,5,13,0,0,1,1759.851318,1,108879.64,NA,65,F,Regular,372,PENTICTON                                                                                           ,60,14,2,0.0279,FixedTFixedR,283.9592778,108595.6807
484,807,555298.74,7,13,1,1,1,17.53289752,1,559939.9,NA,64,M,Regular,425,VANCOUVER                                                                                           ,48,18.66666667,2,0.0319,FixedTFixedR,376576.4336,183363.4664
635,668,290427.83,4,13,0,0,1,1501.644938,1,13271.83,NA,64,F,Regular,334,SURREY                                                                                              ,60,10,2,0.0345,FixedTVariableR,6230.037888,7041.792112
5183,734,446269.69,6,13,1,0,1,1611.897269,1,13326.46,NA,64,F,Regular,127,SOOKE                                                                                               ,30,13,2,0.0334,FixedTFixedR,2601.104458,10725.35554
5708,787,392758.13,3,13,0,0,0,0,1,394.23,NA,64,M,Regular,357,VANCOUVER                                                                                           ,60,11.5,2,0.0355,FixedTVariableR,326.8495046,67.38049536
6032,814,507210.43,8,13,0,1,1,0,1,1037951.8,NA,64,M,Regular,294,SURREY                                                                                              ,60,6,2,0.0345,FixedTVariableR,202326.8457,835624.9543
12123,754,127570.69,6,13,1,0,1,0,1,175253.22,NA,64,F,Regular,128,NORTH VANCOUVER                                                                                     ,60,9,2,0.0335,FixedTVariableR,132201.2298,43051.99016
12364,677,154886.93,5,13,1,0,1,0,1,103063.97,NA,64,M,Regular,303,VICTORIA                                                                                            ,60,15.5,1,0.0485,OpenTVariableR,71885.32384,31178.64616
6170,835,364318.87,3,13,0,0,0,0,1,198141.89,NA,63,F,Regular,48,SURREY                                                                                              ,60,13,2,0.0335,FixedTVariableR,124562.4838,73579.40624
7570,816,100339.84,3,13,0,0,0,0,1,4101.21,NA,63,M,Regular,346,MISSION                                                                                             ,60,12,3,0.0385,FixedTVariableR,1129.727422,2971.482578
10009,820,66907.28,4,13,0,1,0,0,1,94784.34,NA,63,M,Regular,370,KASLO                                                                                               ,24,17,2,0.0334,FixedTFixedR,65759.09499,29025.24501
10046,839,193025.67,6,13,1,1,1,1978.70798,1,153001.53,NA,63,F,Regular,332,ESQUIMALT                                                                                           ,60,18,1,0.0274,FixedTFixedR,48489.15093,104512.3791
13366,794,208901.67,6,13,1,0,0,0,1,672180.08,NA,63,M,Regular,478,VANCOUVER                                                                                           ,60,18,2,0.0385,FixedTVariableR,444134.904,228045.176
2855,798,30985.38,5,13,1,0,1,2069.150458,1,25952.81,161889.306,62,F,Regular,264,VANCOUVER                                                                                           ,60,11,2,0.0385,FixedTVariableR,24169.89041,1782.919587
3963,769,634296.14,4,13,0,0,1,1002.130893,1,3610.44,NA,62,F,Regular,212,BURNABY                                                                                             ,60,7,2,0.0335,FixedTVariableR,446.6274662,3163.812534
4581,804,44852.61,7,13,1,0,1,2040.041007,1,65076.99,NA,62,F,Regular,192,PORT COQUITLAM                                                                                      ,84,14,1,0.0389,FixedTFixedR,15363.50499,49713.48501
5193,690,488716.18,6,13,0,0,1,2240.264614,1,50644.11,NA,62,M,Regular,54,VICTORIA                                                                                            ,60,5,1,0.0345,FixedTVariableR,26193.37859,24450.73141
7888,763,292600.51,5,13,1,0,1,0,1,9048.58,NA,62,F,Regular,116,ABBOTSFORD                                                                                          ,60,3,1,0.036,FixedTVariableR,4144.76233,4903.81767
2136,791,254283.26,3,13,0,0,0,0,1,17645.95,NA,61,M,Regular,275,VANCOUVER                                                                                           ,24,4,2,0.0299,FixedTFixedR,9306.811956,8339.138044
7006,731,209852.47,4,13,1,0,1,436.163769,1,3196.87,NA,61,M,Regular,132,COQUITLAM                                                                                           ,60,21,2,0.0279,FixedTFixedR,100.0397662,3096.830234
9717,772,163988.25,5,13,1,0,0,0,1,75987.5,NA,61,M,Regular,232,DELTA                                                                                               ,60,14,2,0.0269,FixedTFixedR,18203.43885,57784.06115
11181,812,184257.58,5,13,1,0,1,0,1,41671.22,NA,61,M,Regular,142,SURREY                                                                                              ,60,18,1,0.0274,FixedTFixedR,17491.26859,24179.95141
3379,725,112919.15,5,13,1,0,1,0,1,555256.67,NA,60,M,Regular,197,RICHMOND                                                                                            ,60,9,2,0.0269,FixedTFixedR,168679.2457,386577.4243
4944,777,264761.27,6,13,1,0,1,1321.179895,1,77989.83,NA,60,M,Regular,69,CHILLIWACK                                                                                          ,60,21,1,0.0279,FixedTFixedR,26317.24912,51672.58088
6288,754,342440.7,6,13,1,0,1,0,1,141275.33,NA,60,F,Regular,203,LANGLEY                                                                                             ,60,11,2,0.0259,FixedTFixedR,82849.47651,58425.85349
7442,791,677484.95,7,13,1,1,1,0,1,366830.73,NA,60,M,Regular,52,VANCOUVER                                                                                           ,60,10,2,0.0259,FixedTFixedR,211447.4327,155383.2973
8610,781,456404.41,7,13,1,0,1,0,1,46635.01,NA,60,M,Regular,415,PORT COQUITLAM                                                                                      ,42,4.5,2,0.0304,FixedTFixedR,32606.30379,14028.70621
8628,768,324221.78,5,13,1,0,1,0,1,17483.3,NA,60,F,Regular,219,SURREY                                                                                              ,12,5,2,0.0364,FixedTFixedR,14239.62402,3243.67598
11097,785,74956.51,5,13,1,0,1,0,1,56452.78,232226.4707,60,F,Regular,484,VANCOUVER                                                                                           ,60,12,1,0.0279,FixedTFixedR,20649.93254,35802.84746
12238,694,26918.57,4,13,1,0,0,0,1,318189.92,NA,60,F,Regular,311,COQUITLAM                                                                                           ,60,13,2,0.0335,FixedTVariableR,1142.480019,317047.44
136,770,429381.38,7,13,1,0,1,2040.421571,1,166013.34,NA,59,M,Regular,398,COQUITLAM                                                                                           ,48,23,3,0.032,FixedTFixedR,14533.93549,151479.4045
585,719,149463.69,4,13,1,0,0,0,1,59355.44,NA,59,M,Regular,210,NORTH VANCOUVER                                                                                     ,36,19,2,0.0309,FixedTFixedR,29441.5436,29913.8964
680,804,68103.62,4,13,0,1,0,0,1,56208.26,NA,59,M,Regular,335,VANCOUVER                                                                                           ,60,18,1,0.0284,FixedTFixedR,46972.31599,9235.944009
2283,774,78215.58,9,13,1,1,1,1609.764363,1,175567.89,NA,59,F,Regular,281,NORTH VANCOUVER                                                                                     ,60,11,2,0.0269,FixedTFixedR,64156.26951,111411.6205
3212,831,57190.83,8,13,1,1,0,0,1,896884.41,NA,59,M,Regular,425,BURNABY                                                                                             ,24,5,1,0.0299,FixedTFixedR,473393.5078,423490.9022
3370,770,318279.4,3,13,0,0,0,0,1,64720.74,NA,59,M,Regular,171,PORT MOODY                                                                                          ,60,8,2,0.0279,FixedTFixedR,8088.4377,56632.3023
3681,696,232611.87,8,13,1,0,1,0,1,234762.01,NA,59,M,Regular,402,NANAIMO                                                                                             ,60,17,1,0.0284,FixedTFixedR,149111.0316,85650.97845
4610,780,237427.26,4,13,0,0,1,118.664847,1,484447.5,NA,59,F,Regular,409,SURREY                                                                                              ,60,20,2,0.037,FixedTVariableR,134832.2369,349615.2631
5035,632,359649.53,6,13,1,0,1,0,1,10070.37,142365.0045,59,M,Regular,114,BURNABY                                                                                             ,12,6,2,0.0364,FixedTFixedR,7637.254525,2433.115475
5682,762,342492.45,4,13,1,0,0,0,1,122385.05,NA,59,M,Regular,73,VANCOUVER                                                                                           ,60,18,1,0.0385,FixedTVariableR,30783.05436,91601.99564
5778,808,29984.85,6,13,1,0,0,0,1,26534.11,NA,59,M,Regular,221,VANCOUVER                                                                                           ,60,15,2,0.0279,FixedTFixedR,6284.249881,20249.86012
6554,701,267476.97,3,13,0,0,1,2156.958738,1,902.48,NA,59,M,Regular,99,COQUITLAM                                                                                           ,60,22,2,0.0269,FixedTFixedR,682.128889,220.351111
9752,653,1776894.56,4,13,0,0,1,2283.561263,1,56825.15,NA,59,M,Regular,42,SURREY                                                                                              ,24,18,2,0.0334,FixedTFixedR,10042.01824,46783.13176
10479,817,121208.51,4,13,0,0,0,0,1,35455.73,NA,59,M,Regular,400,LANGLEY                                                                                             ,60,4,2,0.0289,FixedTFixedR,14879.40589,20576.32411
10900,694,1135299.45,5,13,0,0,1,2572.532821,1,63173.98,NA,59,M,Regular,94,SURREY                                                                                              ,12,8,1,0.0344,FixedTFixedR,40698.98672,22474.99328
11765,716,227087.34,5,13,1,0,1,161.6339492,1,183539.82,NA,59,M,Regular,170,SURREY                                                                                              ,60,5,2,0.0365,FixedTVariableR,68500.21092,115039.6091
11923,807,132757.73,7,13,0,1,1,0,1,142892.98,NA,59,M,Regular,168,NORTH VANCOUVER                                                                                     ,60,16,1,0.0294,FixedTFixedR,2141.768445,140751.2116
3667,830,255904.3,4,13,1,0,0,0,1,1837.05,NA,58,M,Regular,183,SURREY                                                                                              ,60,8,2,0.0279,FixedTFixedR,1047.561041,789.4889591
5604,726,130812.01,7,13,1,1,1,1944.278678,1,180945.83,NA,58,M,Regular,310,RICHMOND                                                                                            ,60,16.5,2,0.038,FixedTVariableR,132644.0862,48301.74384
6157,771,1765411.89,4,13,1,0,0,0,1,116148.17,NA,58,F,Regular,184,COQUITLAM                                                                                           ,24,12,2,0.0299,FixedTFixedR,69802.02509,46346.14491
6294,766,799729.96,8,13,0,1,1,1169.978754,1,711604.93,NA,58,M,Regular,179,RICHMOND                                                                                            ,48,22,2,0.0289,FixedTFixedR,423601.4708,288003.4592
6454,605,19643.43,5,13,0,0,1,0,1,8953.83,NA,58,M,Regular,297,ANMORE                                                                                              ,48,4,1,0.0299,FixedTFixedR,7979.653979,974.176021
8467,780,103135.59,5,13,0,1,1,0,1,52665.04,NA,58,M,Regular,303,BURNABY                                                                                             ,60,15,1,0.0294,FixedTFixedR,35938.29091,16726.74909
10096,797,281861.7,4,13,1,0,0,0,1,7348.16,NA,58,F,Regular,174,VANCOUVER                                                                                           ,60,14,1,0.0345,FixedTVariableR,6125.958064,1222.201936
12288,798,103367.69,6,13,1,0,1,1308.633275,1,11496.15,NA,58,M,Regular,301,SURREY                                                                                              ,24,5,1,0.0299,FixedTFixedR,9696.409124,1799.740876
1845,720,1179861.55,5,13,1,0,1,2480.977511,1,192404.58,NA,57,M,Regular,257,RICHMOND                                                                                            ,60,12,3,0.0269,FixedTFixedR,191680.9965,723.5834687
2072,817,331857.48,4,13,0,0,1,1990.519176,1,25102.68,NA,57,F,Regular,202,WEST VANCOUVER                                                                                      ,48,9,2,0.0309,FixedTFixedR,21086.7752,4015.904802
2441,755,407710.57,5,13,0,0,1,373.9042922,1,241427.74,NA,57,F,Regular,297,SURREY                                                                                              ,60,18,2,0.038,FixedTVariableR,63619.66228,177808.0777
4764,736,609488.1,6,13,0,0,1,741.2811186,1,356124.56,32844.68661,57,M,Regular,238,VANCOUVER                                                                                           ,36,23,2,0.0309,FixedTFixedR,219918.9145,136205.6455
7465,817,85226.26,6,13,1,0,1,0,1,27738.93,NA,57,M,Regular,217,BURNABY                                                                                             ,48,22,2,0.0294,FixedTFixedR,22799.75134,4939.178663
11449,803,116207.74,5,13,1,1,0,0,1,72062.23,NA,57,F,Regular,270,MISSION                                                                                             ,60,5,2,0.0279,FixedTFixedR,45874.27763,26187.95237
11819,719,504118.74,3,13,0,0,1,0,1,2411.32,NA,57,M,Regular,96,NORTH VANCOUVER                                                                                     ,60,15.5,2,0.0269,FixedTFixedR,106.863637,2304.456363
2779,771,500341.09,5,13,1,0,1,0,1,44829.54,NA,56,F,Regular,90,SURREY                                                                                              ,56,15.66666667,2,0.0285,FixedTVariableR,19141.5052,25688.0348
3842,691,550187.56,5,13,0,0,1,0,1,45397.76,NA,56,F,Regular,293,VANCOUVER                                                                                           ,60,12,1,0.04,FixedTVariableR,27619.86,17777.9
4837,833,752134.88,6,13,1,1,0,0,1,189346.03,NA,56,M,Regular,372,VANCOUVER                                                                                           ,60,18,1,0.038,FixedTVariableR,60979.72318,128366.3068
4988,538,81870.91,4,13,0,0,1,0,1,52786.36,NA,56,F,Regular,221,GARIBALDI HIGHLANDS                                                                                 ,24,5,1,0.0329,FixedTFixedR,32618.52204,20167.83796
5131,791,48962.15,5,13,1,0,1,0,1,10979.33,NA,56,F,Regular,51,VANCOUVER                                                                                           ,60,8,1,0.0279,FixedTFixedR,295.0023955,10684.3276
5799,682,633114,5,13,1,0,1,0,1,61082.06,NA,56,M,Regular,111,VANCOUVER                                                                                           ,60,12,1,0.0335,FixedTVariableR,6428.738629,54653.32137
9252,707,92817.7,8,13,1,1,1,0,1,91003.34,151939.2764,56,F,Regular,390,MISSION                                                                                             ,60,13,1,0.0375,FixedTVariableR,31586.03187,59417.30813
9607,794,52171.43,4,13,1,0,0,0,1,15930.73,NA,56,M,Regular,288,VANCOUVER                                                                                           ,60,17,2,0.0315,FixedTVariableR,1912.718215,14018.01178
10015,790,471168.97,5,13,1,0,1,0,1,52897.89,NA,56,F,Regular,233,RICHMOND                                                                                            ,60,14,2,0.0335,FixedTVariableR,47881.4022,5016.487798
10241,805,157796.99,3,13,0,0,0,0,1,59859.35,NA,56,F,Regular,416,SURREY                                                                                              ,60,9,1,0.0259,FixedTFixedR,19382.61577,40476.73423
11215,749,111220.97,6,13,1,0,1,90.18603273,1,20716.17,NA,56,F,Regular,255,PORT COQUITLAM                                                                                      ,60,18,1,0.0274,FixedTFixedR,7275.000021,13441.16998
64,838,194130.09,7,13,1,0,1,0,1,115915.88,237217.91,55,M,Regular,188,VANCOUVER                                                                                           ,60,13,1,0.0259,FixedTFixedR,58153.52752,57762.35248
1459,834,69253.86,4,13,1,0,1,0,1,32432.77,NA,55,M,Regular,291,MAYNE ISLAND                                                                                        ,60,11,2,0.0269,FixedTFixedR,21432.46862,11000.30138
1712,774,548314.21,4,13,1,0,0,0,1,1615.57,NA,55,F,Regular,322,SURREY                                                                                              ,60,13,2,0.0355,FixedTVariableR,1083.884425,531.6855754
2955,0,360582.26,4,13,0,0,0,0,1,131107.85,NA,55,M,Regular,99,VANCOUVER                                                                                           ,36,22,1,0.0314,FixedTFixedR,50840.54493,80267.30507
3508,793,200811.43,4,13,0,0,1,2025.728264,1,15667.81,NA,55,F,Regular,206,BURNABY                                                                                             ,60,7,2,0.0269,FixedTFixedR,12014.2667,3653.543298
3746,801,272754.86,7,13,1,1,1,687.7336133,1,118704.01,NA,55,M,Regular,314,VANCOUVER                                                                                           ,60,12,1,0.0259,FixedTFixedR,24477.6953,94226.3147
7693,731,266000.6,4,13,1,0,1,2047.237601,1,7994.53,NA,55,F,Regular,245,SURREY                                                                                              ,60,8,1,0.032,FixedTVariableR,3643.824772,4350.705228
8016,769,698725.25,9,13,1,1,1,1084.397252,1,180555.49,NA,55,F,Regular,202,VANCOUVER                                                                                           ,60,9,1,0.0259,FixedTFixedR,178962.9703,1592.519658
8298,780,526619.46,6,13,1,0,1,2502.802653,1,41417.2,NA,55,M,Regular,175,LANGLEY                                                                                             ,60,4,2,0.0279,FixedTFixedR,21081.01479,20336.18521
11828,718,153941.7,7,13,1,1,1,0,1,50588.56,NA,55,F,Regular,188,VANCOUVER                                                                                           ,60,16,1,0.0299,FixedTFixedR,30249.06144,20339.49856
404,689,700798.62,7,13,1,0,1,0,1,69281.2,NA,54,M,Regular,307,VANCOUVER                                                                                           ,60,13,1,0.037,FixedTVariableR,21216.65328,48064.54672
1924,630,682707.64,5,13,0,0,0,0,1,162467.71,NA,54,M,Regular,113,SURREY                                                                                              ,60,20,1,0.0245,FixedTVariableR,18376.14797,144091.562
2502,816,497500.45,6,13,1,0,1,2.068654727,1,68143.65,NA,54,M,Regular,316,PORT COQUITLAM                                                                                      ,60,2,2,0.0355,FixedTVariableR,27939.23676,40204.41324
3339,683,273403.67,4,13,1,0,0,0,1,192213.47,NA,54,F,Regular,121,SURREY                                                                                              ,60,14,1,0.0365,FixedTVariableR,151738.9111,40474.55888
4133,771,365223.66,5,13,1,1,0,0,1,28877.29,NA,54,M,Regular,48,SURREY                                                                                              ,60,11,2,0.0335,FixedTVariableR,2814.045735,26063.24427
4389,818,95663.77,7,13,1,1,1,0,1,44067.65,NA,54,F,Regular,336,MAPLE RIDGE                                                                                         ,60,10,1,0.0335,FixedTVariableR,18353.57685,25714.07315
5433,774,319000.44,6,13,1,0,1,0,1,186172.19,NA,54,M,Regular,328,VANCOUVER                                                                                           ,60,17.5,2,0.0279,FixedTFixedR,109045.2494,77126.94058
6207,820,85053.39,4,13,1,0,0,0,1,7308.33,NA,54,M,Regular,312,BURNABY                                                                                             ,60,23,2,0.0279,FixedTFixedR,988.3682439,6319.961756
6636,809,84184.55,8,13,1,1,1,940.1101663,1,193359.1,NA,54,M,Regular,444,ROSEDALE                                                                                            ,60,16,1,0.0279,FixedTFixedR,40029.33875,153329.7613
6905,807,233013.7,7,13,1,1,1,0,1,54054.78,NA,54,M,Regular,144,LANGLEY                                                                                             ,60,6,1,0.0279,FixedTFixedR,11065.51997,42989.26003
6992,768,200037.04,6,13,1,0,1,2436.245945,1,31072.2,NA,54,F,Regular,323,SURREY                                                                                              ,60,18,2,0.038,FixedTVariableR,23661.92186,7410.278137
8439,748,76910.09,4,13,0,0,0,0,1,391642.39,NA,54,M,Regular,378,SURREY                                                                                              ,60,22,2,0.0259,FixedTFixedR,376984.0162,14658.37375
12242,781,911645.47,4,13,1,0,0,0,1,117302.71,2083.687884,54,F,Regular,193,SURREY                                                                                              ,60,22,2,0.0279,FixedTFixedR,52730.77682,64571.93318
643,794,379881.29,6,13,1,1,1,0,1,53628.27,NA,53,M,Regular,242,DELTA                                                                                               ,60,3,2,0.0365,FixedTVariableR,5504.563688,48123.70631
2320,810,248123.14,5,13,0,0,1,0,1,38855.59,NA,53,M,Regular,138,NORTH VANCOUVER                                                                                     ,60,19,2,0.0375,FixedTVariableR,20107.80022,18747.78978
3610,785,301083.46,5,13,0,0,1,0,1,44610.52,NA,53,F,Regular,102,RICHMOND                                                                                            ,60,19,2,0.0279,FixedTFixedR,16016.37135,28594.14865
4380,828,13227.79,5,13,1,0,1,0,1,13833.57,NA,53,M,Regular,221,BURNABY                                                                                             ,60,13,2,0.0279,FixedTFixedR,7608.52741,6225.04259
5144,758,328362.14,3,13,0,0,0,0,1,405427.07,NA,53,F,Regular,64,SURREY                                                                                              ,36,17,2,0.0309,FixedTFixedR,9833.397407,395593.6726
